date,equity,close,shares,cash
2024-12-10,666288.35,1546.59,0,666288.35
2024-12-11,666288.35,1535.6,0,666288.35
2024-12-12,666100.45,1565.8,400,39780.45
2024-12-13,647380.45,1519.0,400,39780.45
2024-12-16,650660.45,1527.2,400,39780.45
2024-12-17,662980.45,1558.0,400,39780.45
2024-12-18,668380.45,1571.5,400,39780.45
2024-12-19,660184.45,1551.01,400,39780.45
2024-12-20,648580.45,1522.0,400,39780.45
2024-12-23,650360.45,1526.45,400,39780.45
2024-12-24,655308.45,1538.82,400,39780.45
2024-12-25,651780.45,1530.0,400,39780.45
2024-12-26,650102.0,1527.79,0,650102.0
2024-12-27,650102.0,1528.97,0,650102.0
2024-12-30,650102.0,1525.0,0,650102.0
2024-12-31,650102.0,1524.0,0,650102.0
2025-01-02,650102.0,1488.0,0,650102.0
2025-01-03,650102.0,1475.0,0,650102.0
2025-01-06,650102.0,1440.0,0,650102.0
2025-01-07,650102.0,1440.2,0,650102.0
2025-01-08,650102.0,1442.5,0,650102.0
2025-01-09,650102.0,1444.0,0,650102.0
2025-01-10,650102.0,1436.0,0,650102.0
2025-01-13,650102.0,1443.98,0,650102.0
2025-01-14,650102.0,1472.5,0,650102.0
2025-01-15,650102.0,1471.27,0,650102.0
2025-01-16,650102.0,1446.38,0,650102.0
2025-01-17,650102.0,1454.75,0,650102.0
2025-01-20,650102.0,1474.8,0,650102.0
2025-01-21,650102.0,1468.15,0,650102.0
2025-01-22,650102.0,1441.0,0,650102.0
2025-01-23,650102.0,1443.0,0,650102.0
2025-01-24,650102.0,1436.0,0,650102.0
2025-01-27,650102.0,1434.99,0,650102.0
2025-02-05,650102.0,1403.8,0,650102.0
2025-02-06,650102.0,1412.84,0,650102.0
2025-02-07,650102.0,1436.0,0,650102.0
2025-02-10,650102.0,1431.51,0,650102.0
2025-02-11,650102.0,1418.0,0,650102.0
2025-02-12,650102.0,1443.0,0,650102.0
2025-02-13,650102.0,1465.06,0,650102.0
2025-02-14,649925.0,1475.0,400,59925.0
2025-02-17,648573.0,1471.62,400,59925.0
2025-02-18,649925.0,1475.0,400,59925.0
2025-02-19,656325.0,1491.0,400,59925.0
2025-02-20,649525.0,1474.0,400,59925.0
2025-02-21,655209.0,1488.21,400,59925.0
2025-02-24,651553.0,1479.07,400,59925.0
2025-02-25,641525.0,1454.0,400,59925.0
2025-02-26,643929.0,1460.01,400,59925.0
